SCHOOL_CODE,YEAR,MONTH,SCHOOL_NAME,MONTH_START,STAGE_SCHOOL_YEAR,STAGE_DISTRICT_CODE,ENROLLMENT,BREAKFAST_AVERAGE_PER_DAY,LUNCH_AVERAGE_PER_DAY,TOTAL_AVERAGE_MEALS_PER_DAY,BREAKFAST_PARTICIPATION,LUNCH_PARTICIPATION,TOTAL_PARTICIPATION,attendance_records,absences,full_absences,half_absences,excused_absences,mental_health_days,unique_students,num_students_seen,pct_female,pct_male,pct_non_binary,gender_error_count,absence_rate,pct_full_absence,pct_half_absence,pct_present,weighted_absence_rate,pct_excused,pct_unexcused,pct_mental_health_day,distinct_neighborhoods,distinct_zip_codes,avg_days_in_school,total_students,pct_free_reduced_lunch,pct_free_lunch,pct_reduced_lunch,pct_direct_cert,pct_paid_lunch,foodservice_null_count,incoming_student_count,NETWORK
609806,2026,2,BRADWELL,2026-02-01T00:00:00.000Z,2025-2026,299,476,297,329,627,0.6256,0.6919934640522877,0.6587885154061626,8889,1420,1374,46,542,0,503,503,0.5021,0.4979,0.0,0,0.1597,0.1546,0.0052,0.8403,0.1572,0.061,0.1423,0.0,11,14,,483,0.0807,0.0787,0.0021,0.0,0.0,444,0,Network 12
609809,2025,9,BRENTANO,2025-09-01T00:00:00.000Z,2025-2026,299,762,249,250,499,0.3271,0.3280839895013124,0.3275918635170604,15249,777,707,70,1100,11,763,763,0.4918,0.5069,0.0013,0,0.051,0.0464,0.0046,0.949,0.0487,0.0721,0.0138,7.0E-4,23,21,,763,0.1769,0.1717,0.0052,0.1442,0.0118,619,0,Network 4
609835,2026,1,CAMERON,2026-01-01T00:00:00.000Z,2025-2026,299,644,424,519,943,0.6587,0.8062659846547314,0.7324625502374864,10727,921,857,64,571,4,641,641,0.5146,0.4854,0.0,0,0.0859,0.0799,0.006,0.9141,0.0829,0.0532,0.0526,4.0E-4,19,25,,626,0.0671,0.0591,0.008,0.0,0.0,584,0,Network 5
609842,2025,10,CARSON,2025-10-01T00:00:00.000Z,2025-2026,299,666,336,554,891,0.5056,0.8332618332618332,0.6694551694551695,14125,924,805,119,1314,0,675,675,0.5145,0.4855,0.0,0,0.0654,0.057,0.0084,0.9346,0.0612,0.093,0.0488,0.0,18,15,,677,0.0679,0.0517,0.0162,0.0089,0.0,631,0,ISP
609845,2025,11,CARVER G,2025-11-01T00:00:00.000Z,2025-2026,299,428,200,384,585,0.4693,0.8976969292389854,0.6834946595460614,6230,547,495,52,996,0,450,450,0.527,0.473,0.0,0,0.0878,0.0795,0.0083,0.9122,0.0836,0.1599,0.0628,0.0,11,14,,448,0.0134,0.0134,0.0,0.0,0.0,442,0,Network 13
609866,2026,1,COONLEY,2026-01-01T00:00:00.000Z,2025-2026,299,729,195,333,528,0.2678,0.4571128863067861,0.3624626805454693,12351,857,729,128,843,30,727,727,0.4996,0.499,0.0014,0,0.0694,0.059,0.0104,0.9306,0.0642,0.0683,0.0194,0.0024,19,17,,723,0.148,0.1452,0.0028,0.1397,0.0927,549,0,Network 2
609867,2025,8,COOPER,2025-08-01T00:00:00.000Z,2025-2026,299,391,213,314,527,0.5450,0.8040920716112532,0.6745524296675192,3853,204,176,28,260,0,393,393,0.5222,0.4778,0.0,0,0.0529,0.0457,0.0073,0.9471,0.0493,0.0675,0.0182,0.0,26,22,,383,0.047,0.0444,0.0026,0.0157,0.0026,364,0,Network 7
609885,2025,9,DEWEY,2025-09-01T00:00:00.000Z,2025-2026,299,291,182,218,400,0.6280,0.7491408934707904,0.6885738831615120,5657,329,329,0,577,0,292,292,0.4601,0.5399,0.0,0,0.0582,0.0582,0.0,0.9418,0.0582,0.102,0.0453,0.0,30,22,,294,0.0,0.0,0.0,0.0,0.0,294,0,Network 8
609921,2025,12,TELPOCHCALLI,2025-12-01T00:00:00.000Z,2025-2026,299,198,,134,134,0.0000,0.6797979797979797,0.3398989898989899,2945,377,312,65,700,1,197,197,0.5059,0.4941,0.0,0,0.128,0.1059,0.0221,0.872,0.117,0.2377,0.0784,3.0E-4,23,17,,202,0.1386,0.1287,0.0099,0.0149,0.0,174,0,Network 7
609935,2025,8,GALLISTEL,2025-08-01T00:00:00.000Z,2025-2026,299,576,307,389,697,0.5342,0.6760416666666667,0.6051215277777777,5639,159,159,0,310,0,586,586,0.4852,0.513,0.0018,0,0.0282,0.0282,0.0,0.9718,0.0282,0.055,0.0142,0.0,6,4,,567,0.0917,0.0917,0.0,0.0776,0.0,515,0,Network 13
609951,2025,11,ARIEL,2025-11-01T00:00:00.000Z,2025-2026,299,389,235,285,521,0.6056,0.7350348879911862,0.6703084832904884,5449,562,562,0,457,0,390,390,0.4933,0.5041,0.0026,0,0.1031,0.1031,0.0,0.8969,0.1031,0.0839,0.0921,0.0,34,22,,388,0.0,0.0,0.0,0.0,0.0,388,0,Network 9
609971,2025,11,HARVARD,2025-11-01T00:00:00.000Z,2025-2026,299,332,249,281,531,0.7511,0.8483218588640277,0.7996987951807228,4618,487,487,0,579,0,334,334,0.4621,0.5379,0.0,0,0.1055,0.1055,0.0,0.8945,0.1055,0.1254,0.0933,0.0,21,17,,315,0.0349,0.0286,0.0063,0.0,0.0,304,0,Network 11
609975,2025,11,HAY,2025-11-01T00:00:00.000Z,2025-2026,299,220,161,195,356,0.7321,0.8883116883116883,0.8102272727272727,3134,355,355,0,269,0,227,227,0.4582,0.5418,0.0,0,0.1133,0.1133,0.0,0.8867,0.1133,0.0858,0.0839,0.0,16,15,,232,0.056,0.0517,0.0043,0.0086,0.0,219,0,Network 3
610004,2026,3,CULLEN,2026-03-01T00:00:00.000Z,2025-2026,299,173,96,127,224,0.5588,0.7379576107899808,0.6483622350674374,2448,208,197,11,275,2,165,165,0.3946,0.6054,0.0,0,0.085,0.0805,0.0045,0.915,0.0827,0.1123,0.0715,8.0E-4,11,8,,160,0.025,0.025,0.0,0.0,0.0,156,0,Network 13
610026,2025,8,KINZIE,2025-08-01T00:00:00.000Z,2025-2026,299,625,255,410,665,0.4088,0.6563200000000000,0.5325600000000000,6175,302,249,53,366,3,624,624,0.49,0.51,0.0,0,0.0489,0.0403,0.0086,0.9511,0.0446,0.0593,0.0081,5.0E-4,21,15,,630,0.1857,0.146,0.0397,0.1095,0.0063,509,0,Network 10
610043,2025,11,LOVETT,2025-11-01T00:00:00.000Z,2025-2026,299,316,181,246,427,0.5728,0.7811934900542494,0.6769891500904158,4363,275,275,0,134,0,315,315,0.4646,0.5354,0.0,0,0.063,0.063,0.0,0.937,0.063,0.0307,0.0612,0.0,13,12,,313,0.0,0.0,0.0,0.0,0.0,313,0,Network 3
610052,2025,12,MANN,2025-12-01T00:00:00.000Z,2025-2026,299,272,217,222,439,0.8005,0.8164215686274510,0.8084558823529411,4282,348,345,3,478,0,289,289,0.5075,0.4925,0.0,0,0.0813,0.0806,7.0E-4,0.9187,0.0809,0.1116,0.0766,0.0,16,13,,285,0.0947,0.0842,0.0105,0.0175,0.0,258,0,Network 12
610060,2025,10,CHICAGO WORLD LANGUAGE ACADEMY,2025-10-01T00:00:00.000Z,2025-2026,299,448,34,262,297,0.0768,0.5863095238095238,0.3315795068027211,9374,397,367,30,930,4,447,447,0.5183,0.4817,0.0,0,0.0424,0.0392,0.0032,0.9576,0.0408,0.0992,0.0179,4.0E-4,51,38,,441,0.1066,0.0998,0.0068,0.0975,0.0454,374,0,Network 6
610070,2025,8,MCPHERSON,2025-08-01T00:00:00.000Z,2025-2026,299,832,512,674,1186,0.6155,0.8108173076923078,0.7131610576923078,8085,476,475,1,660,3,838,838,0.4852,0.5102,0.0046,0,0.0589,0.0588,1.0E-4,0.9411,0.0588,0.0816,0.0195,4.0E-4,32,30,,841,0.1058,0.1046,0.0012,0.0904,0.0262,730,0,Network 2
610078,2025,9,INTER-AMERICAN,2025-09-01T00:00:00.000Z,2025-2026,299,598,224,378,603,0.3762,0.6333612040133779,0.5047658862876254,11963,578,567,11,552,4,600,600,0.5085,0.4915,0.0,0,0.0483,0.0474,9.0E-4,0.9517,0.0479,0.0461,0.0247,3.0E-4,42,42,,586,0.0529,0.0427,0.0102,0.0375,0.0051,552,0,Network 4
610086,2025,12,MOUNT VERNON,2025-12-01T00:00:00.000Z,2025-2026,299,237,76,183,259,0.3221,0.7724331926863572,0.5472573839662447,3542,375,289,86,507,0,237,237,0.504,0.496,0.0,0,0.1059,0.0816,0.0243,0.8941,0.0937,0.1431,0.081,0.0,14,10,,233,0.0043,0.0043,0.0,0.0,0.0,232,0,Network 13
610097,2025,12,NIXON,2025-12-01T00:00:00.000Z,2025-2026,299,639,318,508,827,0.4985,0.7963484611371936,0.6474178403755869,9405,991,894,97,1087,1,632,632,0.4657,0.5327,0.0016,0,0.1054,0.0951,0.0103,0.8946,0.1002,0.1156,0.0465,1.0E-4,11,12,,624,0.109,0.0881,0.0208,0.0048,0.0,556,0,Network 4
610133,2025,9,WARD L,2025-09-01T00:00:00.000Z,2025-2026,299,280,194,228,423,0.6961,0.8157142857142857,0.7558928571428571,5502,635,634,1,250,0,287,287,0.4442,0.5558,0.0,0,0.1154,0.1152,2.0E-4,0.8846,0.1153,0.0454,0.1021,0.0,18,18,,285,0.0596,0.0596,0.0,0.0105,0.0,268,0,Network 5
610142,2025,9,RAY,2025-09-01T00:00:00.000Z,2025-2026,299,574,132,286,419,0.2314,0.4988675958188154,0.3651567944250871,11410,1022,873,149,957,4,588,587,0.5045,0.4938,0.0018,0,0.0897,0.0766,0.0131,0.9103,0.0832,0.084,0.0565,4.0E-4,32,22,,574,0.0017,0.0017,0.0,0.0,0.0,573,0,Network 9
610143,2025,11,REAVIS,2025-11-01T00:00:00.000Z,2025-2026,299,339,194,232,426,0.5725,0.6866835229667088,0.6295828065739570,4628,455,455,0,458,0,338,338,0.5164,0.4836,0.0,0,0.0983,0.0983,0.0,0.9017,0.0983,0.099,0.0886,0.0,21,18,,351,0.0,0.0,0.0,0.0,0.0,351,0,Network 9
610144,2025,10,REILLY,2025-10-01T00:00:00.000Z,2025-2026,299,469,248,409,658,0.5303,0.8732866280840694,0.7017971367651538,9940,752,752,0,850,0,479,479,0.4656,0.5344,0.0,0,0.0757,0.0757,0.0,0.9243,0.0757,0.0855,0.0359,0.0,14,13,,479,0.096,0.096,0.0,0.0835,0.0,433,0,Network 4
610159,2026,2,SCAMMON,2026-02-01T00:00:00.000Z,2025-2026,299,592,238,390,629,0.4031,0.6595345345345346,0.5312969219219219,10520,905,761,144,1186,8,585,585,0.5062,0.4938,0.0,0,0.086,0.0723,0.0137,0.914,0.0792,0.1127,0.026,8.0E-4,13,11,,583,0.1012,0.0789,0.0223,0.0343,0.0017,523,0,Network 1
610178,2025,12,SCHMID,2025-12-01T00:00:00.000Z,2025-2026,299,194,130,137,267,0.6732,0.7075601374570446,0.6903780068728522,3058,357,335,22,275,0,204,204,0.5242,0.4709,0.0049,0,0.1167,0.1095,0.0072,0.8833,0.1131,0.0899,0.1125,0.0,24,13,,207,0.0242,0.0242,0.0,0.0048,0.0,202,0,Network 12
610193,2026,2,NEW SULLIVAN,2026-02-01T00:00:00.000Z,2025-2026,299,449,234,318,553,0.5230,0.7086117297698590,0.6158129175946548,8175,1423,1422,1,593,0,462,462,0.4557,0.5443,0.0,0,0.1741,0.1739,1.0E-4,0.8259,0.174,0.0725,0.1675,0.0,22,12,,449,0.1136,0.1069,0.0067,0.0111,0.0,398,0,Network 12
610218,2025,12,WARREN,2025-12-01T00:00:00.000Z,2025-2026,299,297,138,242,380,0.4662,0.8163860830527497,0.6413019079685747,4427,613,613,0,310,0,296,296,0.5363,0.4637,0.0,0,0.1385,0.1385,0.0,0.8615,0.1385,0.07,0.1114,0.0,17,10,,288,0.0,0.0,0.0,0.0,0.0,288,1,Network 12
610245,2025,10,DOUGLASS HS,2025-10-01T00:00:00.000Z,2025-2026,299,27,17,24,42,0.6473,0.9188712522045855,0.7830687830687830,608,108,81,27,21,0,30,30,0.5526,0.4474,0.0,0,0.1776,0.1332,0.0444,0.8224,0.1554,0.0345,0.1431,0.0,6,5,,29,0.1034,0.1034,0.0,0.0,0.0,26,0,Network 15
610274,2025,11,JOHNSON,2025-11-01T00:00:00.000Z,2025-2026,299,220,114,136,251,0.5224,0.6194805194805194,0.5709415584415585,2891,318,318,0,222,0,208,208,0.4715,0.5285,0.0,0,0.11,0.11,0.0,0.89,0.11,0.0768,0.1076,0.0,11,13,,212,0.0566,0.0566,0.0,0.0,0.0,200,0,Network 5
610304,2026,1,PHOENIX MILITARY HS,2026-01-01T00:00:00.000Z,2025-2026,299,359,57,194,251,0.1588,0.5418646567262002,0.3503195149926266,5872,1268,851,417,119,0,347,347,0.3506,0.6494,0.0,0,0.2159,0.1449,0.071,0.7841,0.1804,0.0203,0.1957,0.0,40,32,,343,0.0117,0.0087,0.0029,0.0058,0.0,339,0,Network 15
610305,2025,11,LELAND,2025-11-01T00:00:00.000Z,2025-2026,299,441,230,356,586,0.5228,0.8080660835762876,0.6654518950437318,6199,335,320,15,187,0,448,448,0.4809,0.5191,0.0,0,0.054,0.0516,0.0024,0.946,0.0528,0.0302,0.0495,0.0,21,17,,446,0.0022,0.0022,0.0,0.0,0.0,445,0,Network 3
610390,2026,1,RICKOVER MILITARY HS,2026-01-01T00:00:00.000Z,2025-2026,299,571,66,327,393,0.1163,0.5732976202740291,0.3448027196868239,9521,1143,823,320,456,12,561,561,0.4693,0.5307,0.0,0,0.1201,0.0864,0.0336,0.8799,0.1032,0.0479,0.0722,0.0013,29,25,,559,0.0215,0.0125,0.0089,0.0072,0.0,547,0,ISP
610558,2025,8,GOODE HS,2025-08-01T00:00:00.000Z,2025-2026,299,942,48,444,493,0.0514,0.4721868365180467,0.2617834394904459,9384,788,591,197,208,0,945,945,0.4887,0.5102,0.0011,0,0.084,0.063,0.021,0.916,0.0735,0.0222,0.0618,0.0,30,20,,880,0.0205,0.0114,0.0091,0.0045,0.0,862,0,Network 16
610586,2025,11,SADLOWSKI,2025-11-01T00:00:00.000Z,2025-2026,299,685,345,461,807,0.5041,0.6743482794577685,0.5892075078206466,9583,1140,954,186,869,10,687,687,0.4395,0.5605,0.0,0,0.119,0.0996,0.0194,0.881,0.1093,0.0907,0.0611,0.001,10,8,,691,0.1635,0.1462,0.0174,0.0434,0.0,578,0,Network 13
610587,2025,12,DYETT ARTS HS,2025-12-01T00:00:00.000Z,2025-2026,299,484,114,142,257,0.2369,0.2951790633608816,0.2660468319559229,7339,2280,1339,941,227,2,490,490,0.4972,0.5007,0.002,0,0.3107,0.1824,0.1282,0.6893,0.2466,0.0309,0.2797,3.0E-4,38,21,,482,0.0021,0.0,0.0021,0.0,0.0,481,0,Network 17
610590,2025,8,BRONZEVILLE CLASSICAL,2025-08-01T00:00:00.000Z,2025-2026,299,441,195,208,403,0.4429,0.4727891156462585,0.4578231292517007,4361,125,99,26,317,1,440,440,0.4866,0.5134,0.0,0,0.0287,0.0227,0.006,0.9713,0.0257,0.0727,0.0057,2.0E-4,48,37,,438,0.0,0.0,0.0,0.0,0.0,438,0,Network 9
610599,2025,10,CATALPA,2025-10-01T00:00:00.000Z,2025-2026,299,212,132,149,281,0.6251,0.7032794249775383,0.6641958670260556,4526,533,469,64,381,0,220,220,0.4682,0.5318,0.0,0,0.1178,0.1036,0.0141,0.8822,0.1107,0.0842,0.0652,0.0,15,16,,233,0.0,0.0,0.0,0.0,0.0,233,0,Network 1
400011,2025,7,LOCKE A,2025-07-01T00:00:00.000Z,2025-2026,299,370,134,192,326,0.3622,0.5190990990990991,0.4406306306306306,4980,485,376,109,314,0,389,389,0.5478,0.4522,0.0,0,0.0974,0.0755,0.0219,0.9026,0.0864,0.0631,0.0679,0.0,26,27,,349,0.0315,0.0201,0.0115,0.0029,0.0,338,0,Charter
400126,2025,12,YCCS - ASSOCIATION HOUSE,2025-12-01T00:00:00.000Z,2025-2026,299,101,59,10,70,0.5921,0.1075907590759076,0.3498349834983498,1560,818,816,2,3,0,104,104,0.4904,0.5096,0.0,0,0.5244,0.5231,0.0013,0.4756,0.5237,0.0019,0.5224,0.0,23,25,,99,0.0,0.0,0.0,0.0,0.0,99,0,Options
400141,2026,2,YCCS - TRUMAN,2026-02-01T00:00:00.000Z,2025-2026,299,171,15,12,27,0.0919,0.0714749837556855,0.0817089018843405,2099,915,915,0,0,0,126,126,0.4159,0.5841,0.0,0,0.4359,0.4359,0.0,0.5641,0.4359,0.0,0.4359,0.0,24,26,,137,0.0073,0.0073,0.0,0.0,0.0,136,0,Options
400156,2026,1,NOBLE - BUTLER HS,2026-01-01T00:00:00.000Z,2025-2026,299,734,208,391,599,0.2843,0.5330181118769034,0.4086792755249239,11699,2025,1937,88,3426,0,696,696,0.5457,0.4543,0.0,0,0.1731,0.1656,0.0075,0.8269,0.1693,0.2928,0.1565,0.0,34,22,,674,0.0,0.0,0.0,0.0,0.0,674,0,Charter
609679,2025,9,PROSSER HS,2025-09-01T00:00:00.000Z,2025-2026,299,1190,163,687,850,0.1374,0.5774789915966387,0.3574369747899160,23736,3904,2042,1862,998,26,1192,1192,0.4821,0.5179,0.0,0,0.1645,0.086,0.0784,0.8355,0.1253,0.042,0.1224,0.0011,31,29,,1155,0.0,0.0,0.0,0.0,0.0,1155,0,Network 15
609680,2026,2,PAYTON HS,2026-02-01T00:00:00.000Z,2025-2026,299,1261,93,379,472,0.0743,0.3006872852233677,0.1874834787205922,22554,1514,1105,409,1060,83,1253,1253,0.4589,0.5395,0.0016,0,0.0671,0.049,0.0181,0.9329,0.0581,0.047,0.0201,0.0037,68,55,,1251,0.0048,0.004,8.0E-4,0.0016,0.016,1225,0,Network 15
609691,2025,9,NORTH-GRAND HS,2025-09-01T00:00:00.000Z,2025-2026,299,926,95,524,619,0.1029,0.5661447084233261,0.3345032397408208,18516,3316,2465,851,1631,2,940,940,0.5223,0.4777,0.0,0,0.1791,0.1331,0.046,0.8209,0.1561,0.0881,0.091,1.0E-4,24,24,,914,0.0033,0.0022,0.0011,0.0011,0.0,911,0,Network 15
609705,2025,11,FENGER HS,2025-11-01T00:00:00.000Z,2025-2026,299,167,33,94,127,0.1989,0.5650128314798973,0.3819503849443970,2408,507,406,101,165,0,173,173,0.5,0.5,0.0,0,0.2105,0.1686,0.0419,0.7895,0.1896,0.0685,0.142,0.0,12,12,,174,0.0,0.0,0.0,0.0,0.0,174,0,Network 17
609722,2025,11,MANLEY HS,2025-11-01T00:00:00.000Z,2025-2026,299,117,32,60,93,0.2753,0.5207570207570208,0.3980463980463980,1753,825,479,346,96,0,130,130,0.4877,0.5123,0.0,0,0.4706,0.2732,0.1974,0.5294,0.3719,0.0548,0.4159,0.0,13,11,,123,0.0081,0.0,0.0081,0.0,0.0,122,0,Network 15
609722,2026,3,MANLEY HS,2026-03-01T00:00:00.000Z,2025-2026,299,117,25,56,82,0.2165,0.4843304843304843,0.3504273504273504,1836,935,525,410,83,0,125,125,0.4749,0.5251,0.0,0,0.5093,0.2859,0.2233,0.4907,0.3976,0.0452,0.4641,0.0,9,7,,123,0.0081,0.0,0.0081,0.0,0.0,122,0,Network 15
609727,2026,3,PHILLIPS HS,2026-03-01T00:00:00.000Z,2025-2026,299,353,64,177,241,0.1822,0.5023607176581681,0.3423040604343721,4943,1858,1060,798,56,0,335,335,0.4431,0.5569,0.0,0,0.3759,0.2144,0.1614,0.6241,0.2952,0.0113,0.3646,0.0,26,17,,330,0.0121,0.0121,0.0,0.0,0.0,326,0,Network 17
609749,2025,10,NORTHSIDE PREP HS,2025-10-01T00:00:00.000Z,2025-2026,299,1083,113,427,541,0.1050,0.3946269181726246,0.2497911445279866,22684,2175,852,1323,965,66,1081,1081,0.4941,0.5031,0.0028,0,0.0959,0.0376,0.0583,0.9041,0.0667,0.0425,0.0533,0.0029,50,41,,1073,0.013,0.0121,9.0E-4,0.0112,0.014,1044,0,Network 14
609811,2025,8,BRIGHT,2025-08-01T00:00:00.000Z,2025-2026,299,242,156,197,354,0.6479,0.8169421487603306,0.7324380165289256,2281,123,123,0,81,0,245,245,0.4708,0.5292,0.0,0,0.0539,0.0539,0.0,0.9461,0.0539,0.0355,0.0197,0.0,16,13,,213,0.0,0.0,0.0,0.0,0.0,213,0,Network 13
609861,2026,1,CLISSOLD,2026-01-01T00:00:00.000Z,2025-2026,299,471,136,291,428,0.2907,0.6198326464343700,0.4552891220182340,8054,685,675,10,1124,2,476,476,0.4881,0.5119,0.0,0,0.0851,0.0838,0.0012,0.9149,0.0844,0.1396,0.0458,2.0E-4,17,16,,476,0.0,0.0,0.0,0.0,0.0,476,0,Network 10
609884,2026,1,DEVER,2026-01-01T00:00:00.000Z,2025-2026,299,705,195,245,440,0.2772,0.3481852315394243,0.3126825198164372,12042,1254,1224,30,1108,16,711,711,0.5131,0.4869,0.0,0,0.1041,0.1016,0.0025,0.8959,0.1029,0.092,0.065,0.0013,9,12,,711,0.1238,0.1069,0.0169,0.0816,0.0098,616,0,Network 1
609909,2026,1,EVERETT,2026-01-01T00:00:00.000Z,2025-2026,299,103,69,83,152,0.6710,0.8063963449457453,0.7387207310108510,1731,191,190,1,106,0,103,103,0.4934,0.5066,0.0,0,0.1103,0.1098,6.0E-4,0.8897,0.1101,0.0612,0.0687,0.0,7,7,,102,0.0,0.0,0.0,0.0,0.0,102,0,ISP
609925,2025,9,KELLMAN,2025-09-01T00:00:00.000Z,2025-2026,299,214,163,196,360,0.7619,0.9203271028037383,0.8411214953271028,4253,316,316,0,422,0,215,215,0.5133,0.4867,0.0,0,0.0743,0.0743,0.0,0.9257,0.0743,0.0992,0.0327,0.0,19,20,,193,0.0311,0.0207,0.0104,0.0052,0.0052,186,0,Network 5
609943,2025,11,OWENS,2025-11-01T00:00:00.000Z,2025-2026,299,298,192,239,432,0.6474,0.8046500479386385,0.7260306807286673,4220,345,345,0,485,2,305,305,0.4969,0.5031,0.0,0,0.0818,0.0818,0.0,0.9182,0.0818,0.1149,0.0566,5.0E-4,12,10,,302,0.0464,0.043,0.0033,0.0132,0.0,288,0,Network 13
609968,2026,3,MCAULIFFE,2026-03-01T00:00:00.000Z,2025-2026,299,502,199,381,580,0.3964,0.7589641434262948,0.5776892430278885,7424,975,962,13,951,0,498,498,0.4861,0.5139,0.0,0,0.1313,0.1296,0.0018,0.8687,0.1305,0.1281,0.0788,0.0,9,10,,492,0.0,0.0,0.0,0.0,0.0,492,0,Network 4
609985,2026,2,HEFFERAN,2026-02-01T00:00:00.000Z,2025-2026,299,191,127,164,292,0.6672,0.8618382780686445,0.7645433391506690,3749,338,338,0,455,0,209,209,0.4492,0.546,0.0048,0,0.0902,0.0902,0.0,0.9098,0.0902,0.1214,0.0774,0.0,10,9,,203,0.0099,0.0049,0.0049,0.0,0.0,201,0,Network 5
609994,2025,9,HIBBARD,2025-09-01T00:00:00.000Z,2025-2026,299,854,480,574,1054,0.5630,0.6721311475409836,0.6175644028103044,17094,1266,1093,173,1500,1,864,864,0.4864,0.5136,0.0,0,0.0741,0.0639,0.0101,0.9259,0.069,0.0878,0.0349,1.0E-4,21,23,,845,0.0698,0.0604,0.0095,0.0225,0.0,786,0,Network 1
609995,2025,10,HITCH,2025-10-01T00:00:00.000Z,2025-2026,299,462,139,199,338,0.3013,0.4323850752422181,0.3668315811172954,9694,542,542,0,731,8,465,465,0.4873,0.5105,0.0022,0,0.0559,0.0559,0.0,0.9441,0.0559,0.0754,0.0218,8.0E-4,8,7,,463,0.0994,0.0821,0.0173,0.0648,0.0108,412,0,Network 1
610054,2025,12,MARSH,2025-12-01T00:00:00.000Z,2025-2026,299,585,277,366,644,0.4751,0.6257549857549858,0.5504273504273505,9050,1063,1043,20,748,1,610,610,0.5061,0.4939,0.0,0,0.1175,0.1152,0.0022,0.8825,0.1164,0.0827,0.1006,1.0E-4,20,14,,598,0.1054,0.0903,0.0151,0.0167,0.0,535,0,Network 13
610063,2025,11,MCCORMICK,2025-11-01T00:00:00.000Z,2025-2026,299,420,209,359,569,0.4991,0.8568027210884354,0.6779761904761905,5811,579,524,55,458,0,418,418,0.5686,0.429,0.0024,0,0.0996,0.0902,0.0095,0.9004,0.0949,0.0788,0.0659,0.0,18,14,,430,0.0605,0.0558,0.0047,0.0047,0.0,404,0,Network 7
610096,2025,12,NIGHTINGALE,2025-12-01T00:00:00.000Z,2025-2026,299,862,458,671,1129,0.5319,0.7788863109048724,0.6554137664346481,12957,1059,911,148,1236,0,865,865,0.4659,0.5306,0.0035,0,0.0817,0.0703,0.0114,0.9183,0.076,0.0954,0.0451,0.0,19,16,,869,0.1185,0.1047,0.0138,0.0219,0.0012,765,0,Network 8
