SCHOOL_CODE,YEAR,MONTH,SCHOOL_NAME,MONTH_START,STAGE_SCHOOL_YEAR,STAGE_DISTRICT_CODE,ENROLLMENT,BREAKFAST_AVERAGE_PER_DAY,LUNCH_AVERAGE_PER_DAY,TOTAL_AVERAGE_MEALS_PER_DAY,BREAKFAST_PARTICIPATION,LUNCH_PARTICIPATION,TOTAL_PARTICIPATION,attendance_records,absences,full_absences,half_absences,excused_absences,mental_health_days,unique_students,num_students_seen,pct_female,pct_male,pct_non_binary,gender_error_count,absence_rate,pct_full_absence,pct_half_absence,pct_present,weighted_absence_rate,pct_excused,pct_unexcused,pct_mental_health_day,distinct_neighborhoods,distinct_zip_codes,avg_days_in_school,total_students,pct_free_reduced_lunch,pct_free_lunch,pct_reduced_lunch,pct_direct_cert,pct_paid_lunch,foodservice_null_count,incoming_student_count,NETWORK
400011,2025,11,LOCKE A,2025-11-01T00:00:00.000Z,2025-2026,299,370,170,227,398,0.4608,0.6152509652509652,0.5380308880308879,5008,522,431,91,625,0,359,359,0.5339,0.4661,0.0,0,0.1042,0.0861,0.0182,0.8958,0.0951,0.1248,0.0835,0.0,25,25,,349,0.0315,0.0201,0.0115,0.0029,0.0,338,0,Charter
400052,2025,10,NOBLE - COMER,2025-10-01T00:00:00.000Z,2025-2026,299,1110,65,160,225,0.0588,0.1442299442299442,0.1015229515229515,20876,2990,2889,101,6979,4,1108,1108,0.5219,0.4781,0.0,0,0.1432,0.1384,0.0048,0.8568,0.1408,0.3343,0.1254,2.0E-4,43,28,,1065,0.0122,0.0094,0.0028,9.0E-4,9.0E-4,1051,0,Charter
400091,2025,8,CHICAGO TECH HS,2025-08-01T00:00:00.000Z,2025-2026,299,290,60,135,196,0.2086,0.4675862068965517,0.3381034482758621,2997,407,343,64,41,0,318,318,0.4428,0.5572,0.0,0,0.1358,0.1144,0.0214,0.8642,0.1251,0.0137,0.1221,0.0,44,32,,263,0.0076,0.0038,0.0038,0.0,0.0,261,0,Contract
400094,2026,2,EPIC HS,2026-02-01T00:00:00.000Z,2025-2026,299,244,68,89,157,0.2810,0.3661202185792349,0.3235428051001821,3527,985,906,79,80,0,193,193,0.4239,0.5707,0.0054,0,0.2793,0.2569,0.0224,0.7207,0.2681,0.0227,0.2566,0.0,17,11,,176,0.0227,0.017,0.0057,0.0057,0.0,172,0,Charter
400123,2025,9,YCCS - SCHOLASTIC ACHIEVEMENT,2025-09-01T00:00:00.000Z,2025-2026,299,149,14,28,42,0.0963,0.1912751677852349,0.1437919463087248,2976,1175,1175,0,43,0,149,149,0.46,0.54,0.0,0,0.3948,0.3948,0.0,0.6052,0.3948,0.0144,0.3804,0.0,13,15,,157,0.0,0.0,0.0,0.0,0.0,157,0,Options
400125,2025,12,YCCS - ASPIRA PANTOJA,2025-12-01T00:00:00.000Z,2025-2026,299,167,17,17,35,0.1042,0.1069860279441118,0.1055888223552894,2200,961,961,0,1,0,151,151,0.4373,0.5627,0.0,0,0.4368,0.4368,0.0,0.5632,0.4368,5.0E-4,0.4364,0.0,21,19,,179,0.0,0.0,0.0,0.0,0.0,179,0,Options
400146,2025,11,KIPP - ACADEMY,2025-11-01T00:00:00.000Z,2025-2026,299,627,397,454,851,0.6339,0.7245386192754614,0.6791979949874686,8172,592,579,13,18,0,638,638,0.488,0.512,0.0,0,0.0724,0.0709,0.0016,0.9276,0.0716,0.0022,0.0702,0.0,34,31,,635,0.0472,0.0425,0.0047,0.0126,0.0,605,0,Charter
400146,2026,1,KIPP - ACADEMY,2026-01-01T00:00:00.000Z,2025-2026,299,627,418,502,920,0.6674,0.8010132282578103,0.7342152171873535,10842,1124,1124,0,18,0,650,650,0.4911,0.5089,0.0,0,0.1037,0.1037,0.0,0.8963,0.1037,0.0017,0.102,0.0,32,31,,635,0.0472,0.0425,0.0047,0.0126,0.0,605,0,Charter
609678,2026,1,JONES HS,2026-01-01T00:00:00.000Z,2025-2026,299,1914,129,800,929,0.0675,0.4183108980269223,0.2429159751674965,32348,3215,2003,1212,1603,96,1907,1907,0.5017,0.4968,0.0016,0,0.0994,0.0619,0.0375,0.9006,0.0807,0.0496,0.0498,0.003,75,58,,1897,0.0021,0.0016,5.0E-4,0.0011,0.0079,1878,0,Network 15
609708,2026,3,FOREMAN HS,2026-03-01T00:00:00.000Z,2025-2026,299,503,58,278,336,0.1153,0.5533465871438038,0.3343273691186216,7765,2721,1686,1035,313,1,541,541,0.4603,0.5397,0.0,0,0.3504,0.2171,0.1333,0.6496,0.2838,0.0403,0.3101,1.0E-4,19,17,,538,0.0,0.0,0.0,0.0,0.0,538,0,Network 14
609709,2026,1,GAGE PARK HS,2026-01-01T00:00:00.000Z,2025-2026,299,301,50,159,209,0.1681,0.5294117647058824,0.3487394957983193,4965,1651,1100,551,149,1,297,297,0.4632,0.5368,0.0,0,0.3325,0.2216,0.111,0.6675,0.277,0.03,0.3025,2.0E-4,17,14,,297,0.0,0.0,0.0,0.0,0.0,297,0,Network 16
609737,2025,11,VON STEUBEN HS,2025-11-01T00:00:00.000Z,2025-2026,299,1741,95,766,861,0.0547,0.4403462706162304,0.2475178468860261,24082,2861,1838,1023,998,63,1722,1722,0.479,0.5175,0.0035,0,0.1188,0.0763,0.0425,0.8812,0.0976,0.0414,0.0774,0.0026,43,41,,1694,0.0018,0.0012,6.0E-4,6.0E-4,0.0,1691,0,Network 14
609746,2025,9,KENWOOD HS,2025-09-01T00:00:00.000Z,2025-2026,299,2172,146,472,618,0.0673,0.2176104972375691,0.1424608655616943,43206,3306,2006,1300,1316,98,2188,2188,0.5558,0.4433,9.0E-4,0,0.0765,0.0464,0.0301,0.9235,0.0615,0.0305,0.0461,0.0023,62,47,,2181,0.0275,0.0238,0.0037,0.016,0.0069,2106,0,Network 17
609746,2026,1,KENWOOD HS,2026-01-01T00:00:00.000Z,2025-2026,299,2172,135,448,583,0.0622,0.2066406673166504,0.1343976817246236,36991,5614,3314,2300,1236,105,2186,2186,0.5553,0.4438,9.0E-4,0,0.1518,0.0896,0.0622,0.8482,0.1207,0.0334,0.1184,0.0028,62,47,,2181,0.0275,0.0238,0.0037,0.016,0.0069,2106,0,Network 17
609761,2025,12,CORLISS HS,2025-12-01T00:00:00.000Z,2025-2026,299,331,65,199,264,0.1968,0.6020140986908359,0.3993957703927493,5124,1479,1044,435,237,2,343,343,0.4155,0.5845,0.0,0,0.2886,0.2037,0.0849,0.7114,0.2462,0.0463,0.2424,4.0E-4,24,18,,332,0.0181,0.0181,0.0,0.003,0.0,326,0,Network 17
609808,2026,3,HALEY,2026-03-01T00:00:00.000Z,2025-2026,299,434,201,361,562,0.4639,0.8317972350230415,0.6478456221198157,6813,606,602,4,474,0,458,458,0.4806,0.5194,0.0,0,0.0889,0.0884,6.0E-4,0.9111,0.0887,0.0696,0.0788,0.0,18,14,,456,0.0504,0.0482,0.0022,0.0022,0.0,433,0,Network 13
609815,2025,11,BOUCHET,2025-11-01T00:00:00.000Z,2025-2026,299,686,516,558,1074,0.7524,0.8137234485630986,0.7830591420241565,9433,1102,1102,0,846,0,685,685,0.4943,0.5057,0.0,0,0.1168,0.1168,0.0,0.8832,0.1168,0.0897,0.1083,0.0,24,17,,692,0.0014,0.0014,0.0,0.0,0.0,691,0,Network 12
609850,2026,1,GREELEY,2026-01-01T00:00:00.000Z,2025-2026,299,304,184,254,438,0.6066,0.8357198142414861,0.7211687306501549,4987,667,652,15,720,1,301,301,0.552,0.448,0.0,0,0.1337,0.1307,0.003,0.8663,0.1322,0.1444,0.1221,2.0E-4,31,28,,292,0.1849,0.1815,0.0034,0.0685,0.0,238,0,Network 4
609872,2025,11,PEREZ,2025-11-01T00:00:00.000Z,2025-2026,299,287,175,226,402,0.6122,0.7889497262319561,0.7005973120955699,3976,243,214,29,492,1,284,284,0.5211,0.4789,0.0,0,0.0611,0.0538,0.0073,0.9389,0.0575,0.1237,0.0322,3.0E-4,29,21,,290,0.1,0.0759,0.0241,0.031,0.0,261,1,Network 7
609875,2025,11,DARWIN,2025-11-01T00:00:00.000Z,2025-2026,299,523,256,342,599,0.4906,0.6555585905490303,0.5730674679049439,7387,567,567,0,352,0,530,530,0.4995,0.4986,0.0019,0,0.0768,0.0768,0.0,0.9232,0.0768,0.0477,0.0571,0.0,28,25,,532,0.109,0.1034,0.0056,0.0564,0.0038,472,0,Network 4
609875,2026,3,DARWIN,2026-03-01T00:00:00.000Z,2025-2026,299,523,257,322,579,0.4927,0.6156787762906310,0.5541746335245380,7996,746,740,6,363,3,536,536,0.4899,0.5083,0.0019,0,0.0933,0.0925,8.0E-4,0.9067,0.0929,0.0454,0.0779,4.0E-4,28,26,,532,0.109,0.1034,0.0056,0.0564,0.0038,472,0,Network 4
609880,2025,9,DECATUR,2025-09-01T00:00:00.000Z,2025-2026,299,334,143,211,354,0.4295,0.6326347305389222,0.5310628742514970,6680,253,225,28,407,4,334,334,0.4132,0.5808,0.006,0,0.0379,0.0337,0.0042,0.9621,0.0358,0.0609,0.0075,6.0E-4,30,25,,333,0.0781,0.0781,0.0,0.0691,0.03,297,0,Network 2
609880,2026,3,DECATUR,2026-03-01T00:00:00.000Z,2025-2026,299,334,134,214,349,0.4022,0.6427145708582834,0.5224550898203593,4995,294,275,19,481,9,333,333,0.4114,0.5826,0.006,0,0.0589,0.0551,0.0038,0.9411,0.057,0.0963,0.03,0.0018,30,25,,333,0.0781,0.0781,0.0,0.0691,0.03,297,0,Network 2
609883,2025,12,DENEEN,2025-12-01T00:00:00.000Z,2025-2026,299,444,243,352,596,0.5480,0.7948948948948950,0.6714714714714715,6794,963,963,0,363,0,455,455,0.4828,0.5172,0.0,0,0.1417,0.1417,0.0,0.8583,0.1417,0.0534,0.1394,0.0,25,15,,451,0.0466,0.0466,0.0,0.0022,0.0022,429,0,Network 12
609920,2025,10,KANOON,2025-10-01T00:00:00.000Z,2025-2026,299,375,153,283,436,0.4086,0.7558095238095238,0.5822222222222222,7916,750,750,0,1110,2,383,383,0.4881,0.5119,0.0,0,0.0947,0.0947,0.0,0.9053,0.0947,0.1402,0.0459,3.0E-4,11,12,,394,0.0685,0.0533,0.0152,0.0025,0.0,367,0,Network 7
609945,2025,8,GOUDY,2025-08-01T00:00:00.000Z,2025-2026,299,485,111,380,492,0.2299,0.7845360824742268,0.5072164948453608,4794,234,232,2,321,0,491,491,0.5156,0.4844,0.0,0,0.0488,0.0484,4.0E-4,0.9512,0.0486,0.067,0.0207,0.0,26,26,,488,0.0963,0.082,0.0143,0.0307,0.0,441,0,Network 2
609971,2026,2,HARVARD,2026-02-01T00:00:00.000Z,2025-2026,299,332,230,265,495,0.6931,0.7995314591700134,0.7463186077643909,5753,520,520,0,769,0,324,324,0.4744,0.5256,0.0,0,0.0904,0.0904,0.0,0.9096,0.0904,0.1337,0.0819,0.0,17,13,,315,0.0349,0.0286,0.0063,0.0,0.0,304,0,Network 11
609976,2025,12,HAYT,2025-12-01T00:00:00.000Z,2025-2026,299,891,345,537,882,0.3879,0.6026936026936027,0.4952861952861953,13121,1803,1699,104,1925,5,877,877,0.4789,0.5211,0.0,0,0.1374,0.1295,0.0079,0.8626,0.1335,0.1467,0.07,4.0E-4,12,15,,878,0.0923,0.0718,0.0205,0.0296,0.0011,796,0,Network 2
609983,2025,11,HEDGES,2025-11-01T00:00:00.000Z,2025-2026,299,467,207,412,619,0.4439,0.8825328846742123,0.6631997552768430,6617,558,508,50,525,0,476,476,0.4481,0.5519,0.0,0,0.0843,0.0768,0.0076,0.9157,0.0806,0.0793,0.0644,0.0,15,14,,483,0.0062,0.0062,0.0,0.0,0.0,480,0,Network 8
609983,2026,1,HEDGES,2026-01-01T00:00:00.000Z,2025-2026,299,467,180,379,559,0.3864,0.8120670109585590,0.5992568333543268,8085,1027,985,42,970,0,482,482,0.4474,0.5526,0.0,0,0.127,0.1218,0.0052,0.873,0.1244,0.12,0.086,0.0,14,14,,483,0.0062,0.0062,0.0,0.0,0.0,480,0,Network 8
610000,2025,8,HOWE,2025-08-01T00:00:00.000Z,2025-2026,299,334,221,195,416,0.6617,0.5856287425149700,0.6236526946107784,3261,153,153,0,231,0,337,337,0.4851,0.5149,0.0,0,0.0469,0.0469,0.0,0.9531,0.0469,0.0708,0.031,0.0,15,15,,317,0.0662,0.0599,0.0063,0.0032,0.0,296,0,Network 3
610013,2025,9,PILSEN,2025-09-01T00:00:00.000Z,2025-2026,299,214,111,166,277,0.5189,0.7782710280373832,0.6485981308411215,4240,338,279,59,388,0,217,217,0.5203,0.4797,0.0,0,0.0797,0.0658,0.0139,0.9203,0.0728,0.0915,0.0594,0.0,18,17,,213,0.0892,0.0657,0.0235,0.0141,0.0,194,0,Network 7
610016,2025,12,KELLOGG,2025-12-01T00:00:00.000Z,2025-2026,299,298,24,103,128,0.0828,0.3474272930648770,0.2151006711409396,4515,250,250,0,361,3,301,301,0.4884,0.5116,0.0,0,0.0554,0.0554,0.0,0.9446,0.0554,0.08,0.0303,7.0E-4,13,9,,301,0.1561,0.1561,0.0,0.1163,0.0664,234,0,Network 10
610026,2025,10,KINZIE,2025-10-01T00:00:00.000Z,2025-2026,299,625,300,441,741,0.4802,0.7067428571428571,0.5934857142857143,13045,751,579,172,1174,3,623,623,0.4895,0.5105,0.0,0,0.0576,0.0444,0.0132,0.9424,0.051,0.09,0.0159,2.0E-4,20,15,,630,0.1857,0.146,0.0397,0.1095,0.0063,509,0,Network 10
610033,2026,1,LASALLE,2026-01-01T00:00:00.000Z,2025-2026,299,466,64,235,299,0.1389,0.5045443069931835,0.3216990658924514,7857,501,433,68,1134,5,464,464,0.5193,0.4807,0.0,0,0.0638,0.0551,0.0087,0.9362,0.0594,0.1443,0.0335,6.0E-4,51,46,,460,0.0152,0.0109,0.0043,0.0109,0.0022,452,0,Network 4
610034,2025,9,LAWNDALE,2025-09-01T00:00:00.000Z,2025-2026,299,206,166,176,342,0.8078,0.8570388349514564,0.8324029126213593,4082,294,294,0,309,0,209,209,0.5162,0.4838,0.0,0,0.072,0.072,0.0,0.928,0.072,0.0757,0.0701,0.0,9,11,,216,0.0,0.0,0.0,0.0,0.0,216,0,Network 5
610036,2026,1,LEWIS,2026-01-01T00:00:00.000Z,2025-2026,299,405,245,292,537,0.6051,0.7224400871459694,0.6637618010167029,6916,901,840,61,1287,1,413,413,0.4789,0.5211,0.0,0,0.1303,0.1215,0.0088,0.8697,0.1259,0.1861,0.0763,1.0E-4,13,12,,415,0.1036,0.094,0.0096,0.0024,0.0,372,0,Network 3
610040,2026,2,LLOYD,2026-02-01T00:00:00.000Z,2025-2026,299,790,396,624,1020,0.5017,0.7903656821378341,0.6460267229254570,13983,1256,1105,151,1143,1,790,790,0.4954,0.5033,0.0013,0,0.0898,0.079,0.0108,0.9102,0.0844,0.0817,0.0621,1.0E-4,13,15,,777,0.0399,0.0309,0.009,0.0116,0.0013,745,0,Network 3
610092,2025,11,NASH,2025-11-01T00:00:00.000Z,2025-2026,299,279,113,216,330,0.4083,0.7767537122375833,0.5925499231950845,3856,436,386,50,329,1,280,280,0.4588,0.5412,0.0,0,0.1131,0.1001,0.013,0.8869,0.1066,0.0853,0.0851,3.0E-4,21,16,,264,0.0227,0.0227,0.0,0.0,0.0,258,0,Network 3
610098,2025,10,NOBEL,2025-10-01T00:00:00.000Z,2025-2026,299,559,260,484,744,0.4652,0.8663429593662152,0.6657722122838401,11656,1001,958,43,1065,1,564,564,0.5142,0.4858,0.0,0,0.0859,0.0822,0.0037,0.9141,0.084,0.0914,0.0444,1.0E-4,20,18,,532,0.1034,0.0883,0.015,0.015,0.0,477,0,ISP
610108,2026,3,OTOOLE,2026-03-01T00:00:00.000Z,2025-2026,299,325,161,199,360,0.4964,0.6133333333333334,0.5548717948717949,4973,796,796,0,53,0,337,337,0.4514,0.5486,0.0,0,0.1601,0.1601,0.0,0.8399,0.1601,0.0107,0.1587,0.0,19,16,,335,0.0478,0.0478,0.0,0.0,0.0,319,0,Network 11
610111,2025,10,PALMER,2025-10-01T00:00:00.000Z,2025-2026,299,753,353,476,829,0.4692,0.6322013533168912,0.5507177638651741,15825,1336,1138,198,1440,3,757,757,0.4686,0.5314,0.0,0,0.0844,0.0719,0.0125,0.9156,0.0782,0.091,0.0344,2.0E-4,17,13,,748,0.1497,0.1257,0.0241,0.0749,0.004,633,0,ISP
610130,2025,12,PIRIE,2025-12-01T00:00:00.000Z,2025-2026,299,197,146,158,305,0.7435,0.8067681895093063,0.7751269035532994,2852,428,391,37,483,0,193,193,0.5491,0.4509,0.0,0,0.1501,0.1371,0.013,0.8499,0.1436,0.1694,0.1315,0.0,11,9,,193,0.0,0.0,0.0,0.0,0.0,193,0,Network 12
610141,2026,1,RAVENSWOOD,2026-01-01T00:00:00.000Z,2025-2026,299,514,124,178,302,0.2416,0.3472190432593271,0.2944037537193865,8755,553,499,54,644,4,516,516,0.5098,0.4902,0.0,0,0.0632,0.057,0.0062,0.9368,0.0601,0.0736,0.0279,5.0E-4,21,18,,512,0.0957,0.0938,0.002,0.0898,0.0391,443,0,Network 2
610143,2025,12,REAVIS,2025-12-01T00:00:00.000Z,2025-2026,299,339,184,230,415,0.5441,0.6802359882005900,0.6121927236971485,4983,649,649,0,517,0,339,339,0.5057,0.4943,0.0,0,0.1302,0.1302,0.0,0.8698,0.1302,0.1038,0.1226,0.0,20,17,,351,0.0,0.0,0.0,0.0,0.0,351,0,Network 9
610148,2025,9,CHAVEZ,2025-09-01T00:00:00.000Z,2025-2026,299,802,419,699,1118,0.5229,0.8718204488778054,0.6973815461346633,15987,640,556,84,729,0,807,807,0.5262,0.4738,0.0,0,0.04,0.0348,0.0053,0.96,0.0374,0.0456,0.0286,0.0,26,19,,776,0.0683,0.0554,0.0129,0.0013,0.0,723,0,ISP
610152,2026,2,RUGGLES,2026-02-01T00:00:00.000Z,2025-2026,299,307,207,277,485,0.6768,0.9033659066232356,0.7900832428519724,5707,539,521,18,552,0,321,321,0.4668,0.5269,0.0063,0,0.0944,0.0913,0.0032,0.9056,0.0929,0.0967,0.0634,0.0,16,11,,314,0.0796,0.0764,0.0032,0.0,0.0,289,0,Network 12
610184,2025,9,SPRY ES,2025-09-01T00:00:00.000Z,2025-2026,299,271,73,225,298,0.2708,0.8308118081180812,0.5508302583025830,5346,510,452,58,371,1,271,271,0.5542,0.4458,0.0,0,0.0954,0.0845,0.0108,0.9046,0.09,0.0694,0.0679,2.0E-4,13,14,,271,0.0037,0.0037,0.0,0.0,0.0,270,0,Network 16
610206,2026,1,TWAIN,2026-01-01T00:00:00.000Z,2025-2026,299,836,317,528,845,0.3792,0.6320011258091753,0.5055938643399944,13975,1434,1222,212,1767,3,832,832,0.5118,0.4882,0.0,0,0.1026,0.0874,0.0152,0.8974,0.095,0.1264,0.0338,2.0E-4,15,12,,827,0.1233,0.1016,0.0218,0.0593,0.0024,723,0,Network 10
